distributor_id,Distributor Name,Customer Code,Customer Name,latitude,longitude
34111.0,Ashirwad Distributors - Ahmedabad,28398.0,SHRI BALAJI MEDICAL STORE,22.91267775,72.4509436
34111.0,Ashirwad Distributors - Ahmedabad,28781.0,HAREKRISHNA MEDICAL AND GENERAL STORE,22.9323376,72.56451515
34111.0,Ashirwad Distributors - Ahmedabad,28764.0,VIHAAN PHARMA,22.9463966,72.5949716
34111.0,Ashirwad Distributors - Ahmedabad,25164.0,SHREE NATRAJ MEDICAL,22.9464157,72.62749795
34111.0,Ashirwad Distributors - Ahmedabad,27927.0,A1 MEDICAL CHEMIST DRUGGIST & GEN. STORES,22.9489666,72.596658
34111.0,Ashirwad Distributors - Ahmedabad,28431.0,JANSEWA MEDICAL AND GENERAL STORE,22.9495918,72.6177396
34111.0,Ashirwad Distributors - Ahmedabad,28211.0,HUMERA MEDICAL AND GENERAL STORE,22.9497371,72.6012897
34111.0,Ashirwad Distributors - Ahmedabad,28337.0,BANDANA MEDICAL STORE,22.9504011,72.620879
34111.0,Ashirwad Distributors - Ahmedabad,28180.0,ANSH MEDICAL AND GENERAL STORE,22.9507582,72.6064441
34111.0,Ashirwad Distributors - Ahmedabad,26134.0,VANSHIKA MEDICAL STORE,22.9509777,72.6197743
34111.0,Ashirwad Distributors - Ahmedabad,28322.0,VARAD HEALTH PHARMACY,22.9513404,72.5963398
34111.0,Ashirwad Distributors - Ahmedabad,25807.0,ROYAL MEDICAL STORES,22.9536914,72.5980818
34111.0,Ashirwad Distributors - Ahmedabad,28328.0,CARE MEDICINE,22.9542169,72.6305265
34111.0,Ashirwad Distributors - Ahmedabad,28512.0,L G MEDICAL STORE,22.954493,72.6238075
34111.0,Ashirwad Distributors - Ahmedabad,28323.0,GANESH MEDICAL STORE,22.9548016,72.6263893
34111.0,Ashirwad Distributors - Ahmedabad,28576.0,SHREE BAHUCHAR MEDICAL STORES,22.9549884,72.6238417
34111.0,Ashirwad Distributors - Ahmedabad,25869.0,KHETESHWAR MEDICAL,22.9552096,72.6241718
34111.0,Ashirwad Distributors - Ahmedabad,28425.0,DINDAYAL PM JAN STORE,22.9563561,72.594209
34111.0,Ashirwad Distributors - Ahmedabad,26566.0,BHAGYALAXMI MEDICAL STORE,22.9566115,72.5885043
34111.0,Ashirwad Distributors - Ahmedabad,28513.0,NETRA MEDICARE,22.9566882,72.6047225
34111.0,Ashirwad Distributors - Ahmedabad,28357.0,SHREE SUNDHA MEDICINES,22.95750085,72.58406155
34111.0,Ashirwad Distributors - Ahmedabad,28324.0,NAVDURGA MEDICAL STORE,22.95860155,72.62440145
34111.0,Ashirwad Distributors - Ahmedabad,28333.0,PARVATI MEDICAL STORE,22.95933055,72.54110335
34111.0,Ashirwad Distributors - Ahmedabad,25229.0,JAY AMBE MEDICAL,22.9593406,72.61400795
34111.0,Ashirwad Distributors - Ahmedabad,27272.0,SHREE BALAJI MEDICAL GENERAL STORE,22.9594479,72.584812
34111.0,Ashirwad Distributors - Ahmedabad,28515.0,NETRAM MEDICAL,22.9605003,72.6131675
34111.0,Ashirwad Distributors - Ahmedabad,28617.0,SHIFA GENERIC MEDICAL STORE.,22.96073955,72.61104475
34111.0,Ashirwad Distributors - Ahmedabad,26943.0,RUDRA MEDICAL  GENERAL STORES,22.96074855,72.60436985
34111.0,Ashirwad Distributors - Ahmedabad,27418.0,RUBY PHARMACY,22.9610106,72.6050893
34111.0,Ashirwad Distributors - Ahmedabad,27319.0,PATEL MEDICAL AND PROVISION STORE,22.9613866,72.6239167
34111.0,Ashirwad Distributors - Ahmedabad,26991.0,SHIVAM MEDICAL  PROVISION STORE,22.9625454,72.6118525
34111.0,Ashirwad Distributors - Ahmedabad,28664.0,SHIVSHAKTI MEDICAL STORE,22.9626452,72.5537185
34111.0,Ashirwad Distributors - Ahmedabad,27307.0,JANTA MEDICAL  PROVISION STORE,22.9630612,72.6239483
34111.0,Ashirwad Distributors - Ahmedabad,28372.0,JANTA MEDICAL STORE,22.9631487,72.58013145
