distributor_id,Distributor Name,Customer Code,Customer Name,latitude,longitude
32186,DCA - Patna,DCA - Patna,DCA - Patna,25.6165852,85.1052492
32186,DCA - Patna,17709,MUSKAN MEDICAL,25.6016761,85.1427863
32186,DCA - Patna,17712,SHASHI MEDICAL HALL,25.6076067,85.1132362
32186,DCA - Patna,17714,HARSH MEDICO HALL,25.568219,85.1607335
32186,DCA - Patna,17715,SHREE SHYAM MEDICAL STORE,25.5734784,85.1573367
32186,DCA - Patna,17717,M/S RANJAN MEDICAL HALL,25.5830174,85.161049
32186,DCA - Patna,17719,USHA MEDICAL HALL,25.5761016,85.1526434
32186,DCA - Patna,17726,PRIYANSH MEDICAL HALL,25.58407765,85.13244105
32186,DCA - Patna,17730,P R MEDICAL SHOP,25.5721007,85.1498411
32186,DCA - Patna,17737,MONA MEDICAL HALL,25.5585903,85.1554583
32186,DCA - Patna,17743,NIRAJ MEDICAL HALL,25.5927924,85.1327416
32186,DCA - Patna,17750,VISHAL MEDICO,25.6409457,85.101946
32186,DCA - Patna,17752,M K MEDICALS,25.5783434,85.1571882
32186,DCA - Patna,17779,SHIVRAJ MEDICINE CENTRE,25.5758727,85.1604181
32186,DCA - Patna,17801,MOTI MEDICAL,25.6135331,85.1478355
32186,DCA - Patna,17803,GAURAV MEDICAL HALL,25.5846196,85.2049883
32186,DCA - Patna,17808,JEEVAN DHARA MEDICAL HALL,25.6724097,85.1901523
32186,DCA - Patna,17814,LAXMI MEDICAL HALL,25.61139601,85.15542645
32186,DCA - Patna,17816,MAHASHKTI MEDICAL HALL,25.58762085,85.2364245
32186,DCA - Patna,17823,AMBE MEDICAL HALL,25.6041463,85.2047752
32186,DCA - Patna,17824,SHAH MEDICO,25.6135445,85.1479013
32186,DCA - Patna,17828,RAJ MEDICAL,25.6135141,85.1478793
32186,DCA - Patna,17832,DEVENDRA MEDICAL HALL,25.58724555,85.22910155
32186,DCA - Patna,17837,ROHI MEDICAL HALL,25.6124173,85.1498013
32186,DCA - Patna,17838,SHIV PARWATI MEDICAL HALL,25.5996964,85.1985823
32186,DCA - Patna,17842,LATA MEDICO,25.5984431,85.203614
