distributor_id,Distributor Name,Customer Code,Customer Name,latitude,longitude
33794,Ashirwad Distributors - Raipur,6414,MANOJ MEDICOSE,21.26657835,81.6815742
33794,Ashirwad Distributors - Raipur,6416,JEET MEDICAL & GENERAL STORES,21.23173075,81.65801135
33794,Ashirwad Distributors - Raipur,6419,YASHIKA MEDICAL STORE (DONDEKHURD),21.3168657,81.73630985
33794,Ashirwad Distributors - Raipur,6421,LAXMI MEDICAL HALL,21.42864955,81.8589746
33794,Ashirwad Distributors - Raipur,6423,SHREE HARI MEDICAL STORE,21.3932756,81.9006815
33794,Ashirwad Distributors - Raipur,6426,SHREE MEDICAL STORE (KHARORA),21.3944469,81.9018082
33794,Ashirwad Distributors - Raipur,6427,MAA LAXMI MEDICAL STORE LALITA CHOWK,21.2317423,81.6442042
33794,Ashirwad Distributors - Raipur,6428,PRITI MEDICAL STORE (BANGOLI),21.38234165,81.82527305
33794,Ashirwad Distributors - Raipur,6430,AMBAY MEDICAL STORES,21.3945345,81.9342868
33794,Ashirwad Distributors - Raipur,6433,RUDRAKSH MEDICAL STORE,21.3964425,81.89054755
33794,Ashirwad Distributors - Raipur,6434,AKANKSHA MEDICAL SEJBAHAR,21.17260955,81.65401165
33794,Ashirwad Distributors - Raipur,6436,NEW OM MEDICAL STORE,21.3998246,81.97512895
33794,Ashirwad Distributors - Raipur,6447,AMAN MEDICAL STORE,21.22540785,81.6438053
33794,Ashirwad Distributors - Raipur,6448,VARSHA MEDICAL &  GENERAL STORE,21.2447025,81.6306944
33794,Ashirwad Distributors - Raipur,6450,MANISH MEDICAL STORE,21.2316926,81.6580392
33794,Ashirwad Distributors - Raipur,6451,RAJ MEDICAL STORE,21.2465024,81.6236228
33794,Ashirwad Distributors - Raipur,6452,PRAKASH MEDICAL STORE (SUNDAR NAGAR),21.2337736,81.611546
33794,Ashirwad Distributors - Raipur,6455,MAA LAXMI MEDICAL (MANA),21.1703827,81.6966339
33794,Ashirwad Distributors - Raipur,6458,"SHIVAM MEDICAL STORE, ABHANPUR",21.0544305,81.7432124
33794,Ashirwad Distributors - Raipur,6459,"DEV MEDICAL STORE, ABHANPUR",21.09356875,81.7481069
33794,Ashirwad Distributors - Raipur,6460,LAXMI MEDICAL (ABHANPUR),21.1164155,81.7494745
33794,Ashirwad Distributors - Raipur,6461,RAJ MEDICINE CENTER,21.2317141,81.6580321
33794,Ashirwad Distributors - Raipur,6462,RAJPAL MEDICAL STORE,21.2520798,81.6636871
33794,Ashirwad Distributors - Raipur,6466,PRITAM MEDICAL STORE,21.2550777,81.6526506
33794,Ashirwad Distributors - Raipur,6467,AAYUSH DISTRIBUTORS,21.231696,81.6580444
33794,Ashirwad Distributors - Raipur,6468,SHANTI MEDICAL STORE,21.2776896,81.6099876
33794,Ashirwad Distributors - Raipur,6471,SHREE LAXMI MEDICAL STORE (GUDHIYARI ),21.2640468,81.62234805
33794,Ashirwad Distributors - Raipur,6476,SONI MEDICAL & GENERAL STORES,21.2396007,81.6621453
33794,Ashirwad Distributors - Raipur,6477,RAJDHANI MEDICAL STORE TELIBANDHA,21.2317708,81.6580141
33794,Ashirwad Distributors - Raipur,6478,AYUSH MEDICAL STORE (GANDHI NAGAR),21.2625466,81.625582
33794,Ashirwad Distributors - Raipur,6479,RATANA MEDICAL & GENERAL STORE,21.23191735,81.64917565
33794,Ashirwad Distributors - Raipur,6481,CITY MEDICAL STORE,21.2333658,81.6547048
33794,Ashirwad Distributors - Raipur,6486,DIPESH MEDICAL STORE,21.2344485,81.6561757
33794,Ashirwad Distributors - Raipur,6490,"SHRISHTI MEDICAL STORE, KANDUL",21.17629175,81.6435314
33794,Ashirwad Distributors - Raipur,6491,MAA DANTESHWARI MEDICAL,21.2237786,81.6214946
33794,Ashirwad Distributors - Raipur,6492,MAHA LAXMI MEDICAL STORE,21.1685006,81.6470984
33794,Ashirwad Distributors - Raipur,6493,AASHA MEDICAL STORE,21.2113805,81.6442077
33794,Ashirwad Distributors - Raipur,6495,SSDN TRADERS,21.2556186,81.6625813
33794,Ashirwad Distributors - Raipur,6499,POOJA MEDICAL STORE (CHANGORABHATA),21.2258447,81.63344735
33794,Ashirwad Distributors - Raipur,6500,LAXMI MEDICAL STORE (CHANGORABHATA),21.2316781,81.6577405
33794,Ashirwad Distributors - Raipur,6503,VED MEDICAL STORE,21.2252783,81.5975737
33794,Ashirwad Distributors - Raipur,6504,MAA MAHAMAYA MEDICAL STORE,21.2244434,81.5947697
33794,Ashirwad Distributors - Raipur,6510,SANJAY MEDICAL STORE,21.2285116,81.6041779
33794,Ashirwad Distributors - Raipur,6513,VIDHI MEDICAL STORE (MATHPURENA),21.2110534,81.6432692
33794,Ashirwad Distributors - Raipur,6518,MISHRA MEDICAL STORE,21.2717266,81.6334223
33794,Ashirwad Distributors - Raipur,6519,"OM PHARMA, NEW RAJENDRA NAGAR",21.2316926,81.6580066
33794,Ashirwad Distributors - Raipur,6523,"BHARAT MEDICAL STORE, LODHIPARA",21.2595223,81.6188659
33794,Ashirwad Distributors - Raipur,6526,MAA SHARDA MEDICAL & GENERAL STORE,21.2795837,81.6946779
33794,Ashirwad Distributors - Raipur,6528,"SHREE BALAJI MEDICAL STORE, DUBEY COLONY",21.2692201,81.67016765
33794,Ashirwad Distributors - Raipur,6529,NAVEEN MEDICAL STORE (SADHU),21.3996657,81.9258605
33794,Ashirwad Distributors - Raipur,6530,JAY MAHAMAYA MEDICAL STORE,21.2596921,81.6770007
33794,Ashirwad Distributors - Raipur,6531,MAA SHITALA MEDICAL STORE,21.2735956,81.6906426
33794,Ashirwad Distributors - Raipur,6539,SUBHAM MEDICAL STORE,21.2244876,81.64628805
33794,Ashirwad Distributors - Raipur,6540,LAXMI MEDICAL SHOP TELIBANDHA,21.2317146,81.6580237
33794,Ashirwad Distributors - Raipur,6541,MAHA LAXMI MEDICOSE (MAHADEVGHAT),21.2317017,81.6580294
33794,Ashirwad Distributors - Raipur,6543,DEVI LAXMI MEDICAL STORE,21.2065501,81.6438719
33794,Ashirwad Distributors - Raipur,6545,ISHA MEDICAL STORE,21.1928302,81.9696121
33794,Ashirwad Distributors - Raipur,6546,MAA LAXMI MEDICAL STORE (PRF COLONY ),21.2231768,81.6243675
33794,Ashirwad Distributors - Raipur,6547,SAHU MEDICAL STORE ARANG,21.1948223,81.9659647
33794,Ashirwad Distributors - Raipur,6549,GANPATI MEDICAL STORE ARANG,21.1950509,81.9658928
33794,Ashirwad Distributors - Raipur,6550,MAHAK MEDICAL STORE (AMLESHWAR ),21.2046718,81.5778208
33794,Ashirwad Distributors - Raipur,6551,PRAGYA SHRADHA MEDICAL,21.1938633,81.9656954
33794,Ashirwad Distributors - Raipur,6552,ARYAN MEDICAL STORE,21.21824995,81.61799805
33794,Ashirwad Distributors - Raipur,6555,TULSI MEDICAL STORE,21.1991759,81.9374703
33794,Ashirwad Distributors - Raipur,6556,CHATTISGARH PHARMACY,21.2317049,81.6564592
33794,Ashirwad Distributors - Raipur,6557,MAA PARMESHWARI MEDICAL STORE (SADDU),21.24442755,81.6610259
33794,Ashirwad Distributors - Raipur,6558,CHHAYA MEDICAL STORE ARANG,21.2272453,81.7860498
33794,Ashirwad Distributors - Raipur,6559,SHREE BHAGWATI MEDICAL,21.2316751,81.7580218
33794,Ashirwad Distributors - Raipur,6560,"GAUTAM MEDICAL, SERIKHEDI",21.2310613,81.769285
33794,Ashirwad Distributors - Raipur,6564,SURYANSH MEDICAL STORE,21.1962678,81.9601311
33794,Ashirwad Distributors - Raipur,6565,SWASTIK MEDICAL STORE ARANG,21.19930855,81.970984
33794,Ashirwad Distributors - Raipur,6567,RAMESH MEDICAL STORE ARANG,21.19571195,81.96405035
33794,Ashirwad Distributors - Raipur,6568,PAWAN MEDICAL,21.2274271,81.76953415
33794,Ashirwad Distributors - Raipur,6570,MAA MANGLA MEDICAL STORE,21.2316707,81.771336
33794,Ashirwad Distributors - Raipur,6573,RAJDHANI MEDICAL STORE (ZORA ),21.2317267,81.6580082
33794,Ashirwad Distributors - Raipur,6576,NEW RAJ MEDICAL STORES,21.2237753,81.6580168
33794,Ashirwad Distributors - Raipur,6577,LATA MEDICAL & GENERAL STORE,20.94351915,81.53348485
33794,Ashirwad Distributors - Raipur,6579,AASHA MEDICAL & GENERAL STORE,20.9421738,81.5325571
33794,Ashirwad Distributors - Raipur,6580,SHIV MEDICAL STORE RANITARAI,20.9450057,81.53252015
33794,Ashirwad Distributors - Raipur,6584,BANCHHORE MEDICAL,20.94408685,81.5354214
33794,Ashirwad Distributors - Raipur,6586,HEALTH CARE MEDICAL STORE,21.2316528,81.6380853
33794,Ashirwad Distributors - Raipur,6591,VIKASH MEDICAL STORE,21.2180327,81.6432402
33794,Ashirwad Distributors - Raipur,6594,"SHIVA MEDICAL & GENERAL STORES, PANDARI",21.2540924,81.6501639
33794,Ashirwad Distributors - Raipur,6596,MAA MAHAMAYA MEDICAL STORE MOTIPUR,21.1829133,81.5402728
33794,Ashirwad Distributors - Raipur,6597,MAA DEVI LAXMI MEDICAL (TAGORE NAGAR ),21.2042902,81.6432726
33794,Ashirwad Distributors - Raipur,6602,VENKAT MEDICAL STORE,21.2421851,81.6592708
33794,Ashirwad Distributors - Raipur,6604,JEEVANDEEP MEDICAL STORE,21.1793166,81.6579908
33794,Ashirwad Distributors - Raipur,6605,NEHA SPECIALITY CHEMICAL PVT LTD,21.2317408,81.658022
33794,Ashirwad Distributors - Raipur,6606,YASH MEDICAL STORE DUNDA,21.1877223,81.6564669
33794,Ashirwad Distributors - Raipur,6607,MAHADEVA MEDICAL,21.24129565,81.6547192
33794,Ashirwad Distributors - Raipur,6610,ANUGRAH MEDICAL STORE,21.18782785,81.65664855
33794,Ashirwad Distributors - Raipur,6611,SHRI KRISHNA MEDICAL DUNDA,21.1982415,81.6566382
33794,Ashirwad Distributors - Raipur,6612,MAYA MEDICOSE,21.22805495,81.615019
33794,Ashirwad Distributors - Raipur,6613,MONIKA MEDICAL STORE,21.2276779,81.6130028
33794,Ashirwad Distributors - Raipur,6614,JAI GURU MEDICAL STORE,21.2296019,81.659396
33794,Ashirwad Distributors - Raipur,6615,YUG MEDICAL STORES,21.1932051,81.6439816
33794,Ashirwad Distributors - Raipur,6616,NATRAJ MEDICAL STORE,21.2317158,81.65803955
33794,Ashirwad Distributors - Raipur,6618,SHREE LAXMI MEDICAL (AVANTI VIHAR),21.2317127,81.65803395
33794,Ashirwad Distributors - Raipur,6619,GURU GHASHIDAS MEDICAL STORE,21.2537335,81.5471258
33794,Ashirwad Distributors - Raipur,6620,SHARMA MEDICAL STORE,21.3548574,81.39957415
33794,Ashirwad Distributors - Raipur,6621,NISHA MEDICAL STORE URLA,21.3150978,81.60909
33794,Ashirwad Distributors - Raipur,6630,VIPUL MEDICAL STORE,21.2253234,81.4590095
33794,Ashirwad Distributors - Raipur,6633,SITA DEVI HEALTH CARE,21.2480186,81.51375645
33794,Ashirwad Distributors - Raipur,6635,MAHAMAYA  MEDICAL STORE (KUMHARI),21.24701285,81.51517645
33794,Ashirwad Distributors - Raipur,6636,JAI MATA MEDICOSE,21.2523708,81.6553894
33794,Ashirwad Distributors - Raipur,6644,SHREE MEDICAL STORE (KUMHARI ),21.2498374,81.5181283
33794,Ashirwad Distributors - Raipur,6645,LAXMI MEDICAL STORE (SUNDER NAGAR ),21.2317365,81.6579829
33794,Ashirwad Distributors - Raipur,6647,SNEHA MEDICAL STORE,21.2317078,81.6580137
33794,Ashirwad Distributors - Raipur,6649,"AUM MEDICAL STORES, MANDIGATE",21.2568453,81.65485485
33794,Ashirwad Distributors - Raipur,6650,G C MEDICAL STORE SARORA,21.2893,81.6128395
33794,Ashirwad Distributors - Raipur,6653,MAA  ANGAR MOTI MEDICAL STORE,21.2457693,81.6305303
33794,Ashirwad Distributors - Raipur,6656,SHRI RAM MEDICAL STORE (MURMUNDA),21.30758235,81.4643942
33794,Ashirwad Distributors - Raipur,6660,ISHWARI MEDICAL & GENERAL STORE,21.22673205,81.6149123
33794,Ashirwad Distributors - Raipur,6664,KABIR MEDICAL STORE,21.2482073,81.6324119
33794,Ashirwad Distributors - Raipur,6666,RADHE MEDICAL STORE,21.2323509,81.6045531
33794,Ashirwad Distributors - Raipur,6668,SAHU MEDICOSE,21.2317319,81.6027176
33794,Ashirwad Distributors - Raipur,6670,ADITYA MEDICAL GENERAL STORE,21.3543359,81.3999756
33794,Ashirwad Distributors - Raipur,6672,OM PRAKASH MEDICAL GENNERAL STORE,21.2136909,81.6224351
33794,Ashirwad Distributors - Raipur,6673,PATEL MEDICAL & GENERAL STORES,21.1536078,81.5526476
33794,Ashirwad Distributors - Raipur,6675,VANSHI MEDICO,21.2316528,81.6091516
33794,Ashirwad Distributors - Raipur,6676,SHUBH PHARMACY,21.0397075,81.545875
33794,Ashirwad Distributors - Raipur,6677,MADHURI MEDICAL HALL,21.2278507,81.62751185
33794,Ashirwad Distributors - Raipur,6678,"KANHA MEDICAL STORE, SANKARA",21.1977165,81.5697541
33794,Ashirwad Distributors - Raipur,6682,RAIPUR MEDICAL STORE,21.2531719,81.6014503
33794,Ashirwad Distributors - Raipur,6685,DEVANSHI MEDICAL STORE,21.25979095,81.6269472
33794,Ashirwad Distributors - Raipur,6687,SAKSHI MEDICAL STORE,21.2757833,81.6369722
33794,Ashirwad Distributors - Raipur,6689,JAI LAXMI MEDICAL & GENERAL STORE,21.2742857,81.6361924
33794,Ashirwad Distributors - Raipur,6691,SAVITRI MEDICAL STORE (BIRGAON ),21.30779605,81.63074735
33794,Ashirwad Distributors - Raipur,6693,MAMTA MEDICAL STORE BIRGAON,21.2317456,81.6580386
33794,Ashirwad Distributors - Raipur,6696,RAJESH MEDICAL STORE,21.2456612,81.5777401
33794,Ashirwad Distributors - Raipur,6697,SATYA KABIR MEDICAL STORE,21.3065568,81.6256426
33794,Ashirwad Distributors - Raipur,6698,SEN JI MEDICAL STORE,21.3065289,81.62559555
33794,Ashirwad Distributors - Raipur,6699,SHRI RAM MEDICAL (BIRGAON),21.305414,81.6339895
33794,Ashirwad Distributors - Raipur,6701,VIKAS MEDICAL STORE (BIRGAON),21.27842735,81.6412947
33794,Ashirwad Distributors - Raipur,6702,BAJRANG MEDICAL STORE,21.3150882,81.6091236
33794,Ashirwad Distributors - Raipur,6704,MAA VIMLA MEDICAL,21.3442354,81.6560724
33794,Ashirwad Distributors - Raipur,6706,YOGESH MEDICAL STORE,21.3124099,81.6570269
33794,Ashirwad Distributors - Raipur,6708,VIJAY MEDICAL STORE (AMLESHWAR),21.2096376,81.5797596
33794,Ashirwad Distributors - Raipur,6710,MAHADEV MEDICAL STORE (MANDIR HASOD),21.23166,81.7513548
33794,Ashirwad Distributors - Raipur,6715,SIDDHI VINAYAK MEDICAL STORE,21.1973175,81.9642474
33794,Ashirwad Distributors - Raipur,6716,SHREE TULASI MEDICAL STORE,21.1951483,81.9642686
33794,Ashirwad Distributors - Raipur,6717,MAHAMAYA PHARMACY  ARANG,21.19307295,81.96801615
33794,Ashirwad Distributors - Raipur,6718,LAXMI MEDICAL STORE ARANG,21.1932479,81.9662345
33794,Ashirwad Distributors - Raipur,6719,AJAY MEDICAL STORE,21.1932515,81.9668376
33794,Ashirwad Distributors - Raipur,6720,MAA PARMESHWARI MEDICAL STORE ARANG,21.1933302,81.96595815
33794,Ashirwad Distributors - Raipur,6721,GURUKRIPA MEDICAL STORE GODHI,21.2530501,81.8430982
33794,Ashirwad Distributors - Raipur,6722,M/S LAXMI HELATH CARE MEDICAL AND SURGICAL,21.2483422,81.8393419
33794,Ashirwad Distributors - Raipur,6723,NITIN MEDICAL STORE,21.2194979,81.6442032
33794,Ashirwad Distributors - Raipur,6727,TARAK MEDICAL STORE,21.2091443,81.6447169
33794,Ashirwad Distributors - Raipur,6729,"MANJU MEDICAL, MANA",21.1870683,81.70469025
33794,Ashirwad Distributors - Raipur,6730,VIDYA MEDICAL STORE SANTOSHI NAGAR,21.2317108,81.6580154
33794,Ashirwad Distributors - Raipur,6734,DARSHEEL MEDICAL,21.2562916,81.5898942
33794,Ashirwad Distributors - Raipur,6738,SATKAR MEDICAL (STATION ROAD ),21.23482315,81.64719505
33794,Ashirwad Distributors - Raipur,6739,SHREE SAI MEDICAL STORE (KHILORA ),21.1888119,81.6454608
33794,Ashirwad Distributors - Raipur,6740,ARIHANT MEDICAL STORES,21.21758335,81.6477231
33794,Ashirwad Distributors - Raipur,6741,SHIVAM MEDICAL STORE (SEJBHAR),21.1663978,81.6580427
33794,Ashirwad Distributors - Raipur,6744,RATANA  MEDICAL STORE (STATION ROAD),21.25312685,81.6312693
33794,Ashirwad Distributors - Raipur,6746,SHRI LAXMI MEDICAL (SEJBHAR),21.1628984,81.658045
33794,Ashirwad Distributors - Raipur,6748,JAY AMBE MEDICAL STORE,21.2757911,81.9062273
33794,Ashirwad Distributors - Raipur,6749,AAYUSH MEDICAL STORE,21.27377015,81.9035241
33794,Ashirwad Distributors - Raipur,6750,SHREE LAXMI MEDICAL STORE (LAKHOLI ),21.2039052,81.8890227
33794,Ashirwad Distributors - Raipur,6751,GURUKRIPA MEDICAL STORES,21.2180792,81.64414305
33794,Ashirwad Distributors - Raipur,6752,"VISWAS MEDICAL STORE, LAKHOLI",21.2102103,81.8890658
33794,Ashirwad Distributors - Raipur,6753,VIDHYA MEDICAL STORE (BHANSOJ),21.2731234,81.9031611
33794,Ashirwad Distributors - Raipur,6754,PRIYANK MEDICAL STORE,21.2039052,81.8852934
33794,Ashirwad Distributors - Raipur,6755,MADHAV MEDICAL STORES,21.2317122,81.6489056
33794,Ashirwad Distributors - Raipur,6756,LAXMI MEDICAL STORE (LAKHOLI ),21.20344305,81.88904455
33794,Ashirwad Distributors - Raipur,6757,RAJ MEDICAL STORE,21.0555484,81.7470705
33794,Ashirwad Distributors - Raipur,6759,"SHREE MAHAVEER MEDICAL, GODHI",21.24960065,81.8198611
33794,Ashirwad Distributors - Raipur,6760,SHREE MEDICAL STORE (GODHI),21.2476191,81.8410494
33794,Ashirwad Distributors - Raipur,6761,CHANCHAL MEDICAL STORE,21.2758259,81.9064581
33794,Ashirwad Distributors - Raipur,6762,"KANHA MEDICAL STORE, SANJAY NAGAR",21.21778615,81.64287475
33794,Ashirwad Distributors - Raipur,6767,TULSI MEDICAL STORE,21.22450125,81.65983545
33794,Ashirwad Distributors - Raipur,6768,ANAND MEDICAL STORE,21.2261341,81.658043
33794,Ashirwad Distributors - Raipur,6769,JAI AMBEY MEDICAL (AMLIDHI),21.2228792,81.6740669
33794,Ashirwad Distributors - Raipur,6770,PRERNA MEDICAL STORE,21.22290255,81.66548595
33794,Ashirwad Distributors - Raipur,6774,SULOCHANA MEDICAL,21.2264466,81.6634921
33794,Ashirwad Distributors - Raipur,6780,UTSAV MEDICAL STORES,21.2182202,81.6266879
33794,Ashirwad Distributors - Raipur,6785,SHIV MEDICAL STORE RAIPURA,21.2261327,81.5975997
33794,Ashirwad Distributors - Raipur,6789,LAXMI MEDICAL AMLIDIH,21.231701,81.65803725
33794,Ashirwad Distributors - Raipur,6790,ALOK MEDICAL STORE,21.21435295,81.6420893
33794,Ashirwad Distributors - Raipur,6792,"HARSH MEDICAL STORE, SANTOSHI NGR",21.21788866,81.64378345
33794,Ashirwad Distributors - Raipur,6793,SHREE BALAJI MEDICAL (RAJENDRA NAGAR),21.22403465,81.65809865
33794,Ashirwad Distributors - Raipur,6794,HENA MEDICAL,21.2153789,81.6434064
33794,Ashirwad Distributors - Raipur,6798,RASHMI MEDICOSE STORES AMLIDIH,21.2180174,81.6728896
33794,Ashirwad Distributors - Raipur,6799,BR MEDICAL STORE,21.2259617,81.6510267
33794,Ashirwad Distributors - Raipur,6800,SUMIT MEDICAL STORE,21.22253615,81.667687
33794,Ashirwad Distributors - Raipur,6801,LAVYA MEDICAL STORES,21.2229652,81.6604447
33794,Ashirwad Distributors - Raipur,6803,LAKHAN MEDICAL STORES,21.2797144,81.6937222
33794,Ashirwad Distributors - Raipur,6804,NIKKI MEDICAL STORE,21.2811245,81.6945394
33794,Ashirwad Distributors - Raipur,6805,VANDANA MEDICAL TELIBANDHA,21.2551004,81.6698353
33794,Ashirwad Distributors - Raipur,6807,BHARAT MEDICINE CENTER,21.2623921,81.6751323
33794,Ashirwad Distributors - Raipur,6810,VIDYA PHARMACY & GENERAL STORE,21.2276289,81.6035062
33794,Ashirwad Distributors - Raipur,6811,AMBEY MEDICAL STORES DAGANIYA,21.2343877,81.6101264
33794,Ashirwad Distributors - Raipur,6812,PATEL MEDICAL  STORE KANDUL,21.2035206,81.6502541
33794,Ashirwad Distributors - Raipur,6816,SAROJ MEDICOSE,21.2474336,81.57419485
33794,Ashirwad Distributors - Raipur,6826,YASH MEDICAL STORE GOGAON,21.2715706,81.6091986
33794,Ashirwad Distributors - Raipur,6827,GURUKRIPA MEDICAL STORE (MAHAVIR NAGAR),21.23057275,81.65805875
33794,Ashirwad Distributors - Raipur,6828,SHRI DHANVANTARI MEDICAL & GENERAL STORE,21.2317003,81.6580318
33794,Ashirwad Distributors - Raipur,6829,"LAXMI MEDICAL CHEMIST, MAHAVIR NAGAR",21.22644905,81.658086
33794,Ashirwad Distributors - Raipur,6830,"AMBIKA MEDICAL STORES, SADDU",21.2725688,81.6848253
33794,Ashirwad Distributors - Raipur,6832,CAREPLUS PHARMACY,21.23169625,81.65804205
33794,Ashirwad Distributors - Raipur,6833,GUROO MEDICARE,21.23172265,81.65802895
