distributor_id,Distributor Name,Customer Code,Customer Name,latitude,longitude
36724,Aayush Pharma - Guwahati,Aayush Pharma - Guwahati,Aayush Pharma - Guwahati,26.1405696,91.750848
36724,Aayush Pharma - Guwahati,17847,JALUKBARI MEDICOS,26.15620775,91.66751795
36724,Aayush Pharma - Guwahati,17848,NS MEDICOS,26.11636755,91.72822965
36724,Aayush Pharma - Guwahati,17849,SUPREME MEDICOS,26.1338477,91.8052076
36724,Aayush Pharma - Guwahati,17852,BHARAT MEDICOS,26.1375464,91.7247837
36724,Aayush Pharma - Guwahati,17858,PANKHI MEDICOS,26.1162709,91.7486889
36724,Aayush Pharma - Guwahati,17859,MS NEW SEEMA MEDICOS,26.14873335,91.73488035
36724,Aayush Pharma - Guwahati,17862,HD MEDICOS,26.1221381,91.750451
36724,Aayush Pharma - Guwahati,17874,DEKA MEDICOS,26.1203209,91.750079
36724,Aayush Pharma - Guwahati,17875,AYAAN MEDICOS,26.11924745,91.750108
