unit_name,month,Present Head Count--Admin--ADMIN,Present Head Count--Admin--Admin,Present Head Count--Admin--Driver,Present Head Count--Admin--HOUSEKEEPING,Present Head Count--Admin--Housekeeping,Present Head Count--Admin--Maintenance,Present Head Count--Admin--Security,Present Head Count--Admin--Support,Present Head Count--Audit & Refilling--Audit,Present Head Count--Audit & Refilling--Audit & Refilling,Present Head Count--Audit & Refilling--Lead,Present Head Count--Audit & Refilling--Refilling,Present Head Count--CHECKING--Support,Present Head Count--Checking--Checking & Packing,Present Head Count--Checking--Checking & packing,Present Head Count--Checking--Lead,Present Head Count--Checking--Modification,Present Head Count--Checking--Support,Present Head Count--Data Analyst--Data Analyst,Present Head Count--Data Analyst--Data analyst,Present Head Count--Data analyst--Data Analyst,Present Head Count--Data analyst--Data analyst,Present Head Count--Delivery--Delivery,Present Head Count--Delivery--Delivery Boy,Present Head Count--Delivery--Delivery Supervisor,Present Head Count--Delivery--Delivery boy,Present Head Count--Dispatch--Lead,Present Head Count--Dispatch--Sorting,Present Head Count--Dispatch--Support,Present Head Count--Dispatch--System Operator,Present Head Count--Dispatch--System operator,Present Head Count--Dispatch--lead,Present Head Count--Expiry--Expiry,Present Head Count--Expiry--Lead,Present Head Count--Expiry--lead,Present Head Count--Finance & Accounts--Finance & Accounts,Present Head Count--Finance & Accounts--Lead,Present Head Count--Finance & Accounts--Payeables,Present Head Count--Finance & Accounts--RECEIVABLES,Present Head Count--Finance & Accounts--Receivable,Present Head Count--Finance & Accounts--Receivables,Present Head Count--Finance & Accounts--Support,Present Head Count--Finance & Accounts--receivables,Present Head Count--HR--HR,Present Head Count--IT --IT ,Present Head Count--IT--IT,Present Head Count--Inward--Gatepass Entry,Present Head Count--Inward--Godown To Store,Present Head Count--Inward--Godown to Store,Present Head Count--Inward--Godown to store,Present Head Count--Inward--Inward Checking,Present Head Count--Inward--Inward checking,Present Head Count--Inward--Lead,Present Head Count--Inward--Loader,Present Head Count--Inward--Overall,Present Head Count--Inward--PURCHASE ENTRY,Present Head Count--Inward--Purchase Entry,Present Head Count--Inward--Purchase entry,Present Head Count--Inward--System Operater,Present Head Count--Inward--gatepass entry,Present Head Count--Inward--lead,Present Head Count--Inward--purchase entry,Present Head Count--Overall Non - Ops--Lead,Present Head Count--Overall Operation--Lead,Present Head Count--Overall Operation--MIS,Present Head Count--Overall Operation--Support,Present Head Count--Overall Operation--lead,Present Head Count--Overall Operation--support,Present Head Count--PURCHASE--Lead,Present Head Count--Purchase--Lead,Present Head Count--Purchase--Purchase Entry,Present Head Count--Purchase--Support,Present Head Count--Purchase--lead,Present Head Count--Purchase--support,Present Head Count--SALES--Sales Executive,Present Head Count--Sales Return--Sale return,Present Head Count--Sales Return--Sales Return,Present Head Count--Sales--BD,Present Head Count--Sales--BD Special,Present Head Count--Sales--BD Vaccines,Present Head Count--Sales--COLLECTION,Present Head Count--Sales--Call Center,Present Head Count--Sales--Call Center ,Present Head Count--Sales--Call Centre,Present Head Count--Sales--Call centre,Present Head Count--Sales--City Head,Present Head Count--Sales--Collection,Present Head Count--Sales--Collection ,Present Head Count--Sales--Lead,Present Head Count--Sales--Sales Executive,Present Head Count--Sales--Sales executive,Present Head Count--Sales--executive,Present Head Count--Sales--lead,Present Head Count--Sales--sales executive,Present Head Count--Store--CHALLAN PRINTING,Present Head Count--Store--Challan Printing,Present Head Count--Store--Lead,Present Head Count--Store--Modification,Present Head Count--Store--PICKING,Present Head Count--Store--Picking,Present Head Count--Store--Support,Present Head Count--Store--lead,Present Head Count--Store--picking,Present Head Count--store--Modification,Present Head Count--store--Support
Ahmedabad,2022-04-01,,,,,,,,,1.0,,,,,2.9166666666666665,,,1.0333333333333334,,,,,,,,,,0.8,,,,,,,,,,,,,,0.9666666666666667,,,,,,,,,,,,,,1.9666666666666668,,0.7,,,,,,,,,,,,,,,,,,,,0.9666666666666667,,,,,,,0.9833333333333333,,,,,,10.133333333333333,,,,,,0.9333333333333333,,,,1.4833333333333334,,,,,
Ahmedabad,2022-05-01,,,,,,,,,0.7903225806451613,,,,,2.370967741935484,,,0.7741935483870968,,,,,,,,,,0.9516129032258065,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.7741935483870968,,0.06451612903225806,,,,,,,,,,,,,,,,,,,,0.9032258064516129,,,,,,,1.370967741935484,,,,,,12.774193548387096,,,,,,0.8387096774193549,,,,0.967741935483871,,,,,
Ahmedabad,2022-06-01,,,,,,,,,0.3333333333333333,,,,,2.9,,,1.1,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,0.7333333333333333,,,,2.05,,,,,,,,,,,,,,,,,,,,,,1.0666666666666667,,,,,,,1.9166666666666665,,,,,,13.033333333333333,,,,,,0.9333333333333333,,,,2.3666666666666667,,,,,
Ahmedabad,2022-07-01,,,,,,,,,,,,,,3.0,,,1.0483870967741935,,,,,,,,,,0.9354838709677419,,,,,,,,,,,,,,1.0,,,,,,,,,,0.5161290322580645,,,,1.8548387096774193,,,,,,,,,,,,,,,,,,,,,,0.967741935483871,,,,,,,1.9193548387096775,,,,,,13.370967741935484,,,,,,1.1612903225806452,,,,2.9193548387096775,,,,,
Ahmedabad,2022-08-01,,,,,,,,,,,,,,1.935483870967742,,,0.0,,,,,,,,,,1.0,,,,,,,,,,,,,,1.467741935483871,,,,,,,,,,1.0,,,,2.0161290322580645,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,2.0,,,,,,,13.29032258064516,,,,,1.1774193548387097,0.6774193548387096,,,2.7741935483870965,,,,,
Ahmedabad,2022-09-01,,,,,,,,,,,,,,1.9833333333333334,,,,,,,,,,,,,0.9666666666666667,,,,,,,,,,,,,,1.0,,,,,,,,,1.1666666666666667,1.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.9666666666666667,,,,,,,1.0333333333333334,,,,,,,13.4,,,,,1.15,1.1833333333333333,,,2.6666666666666665,,,,,
Ahmedabad,2022-10-01,,,,,,,,,,,,0.8709677419354838,,2.1451612903225805,,,,,,,,,,,,,,,,,0.6774193548387096,,,,,,,,,,1.0,,,,,,,,1.064516129032258,,0.8548387096774194,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9032258064516129,,,,,,13.709677419354838,,,,,,1.096774193548387,0.7419354838709677,,,4.064516129032258,,,,,
Ahmedabad,2022-11-01,,,,,,,,,,,,0.4,,0.8833333333333333,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,1.0,0.8666666666666667,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0333333333333334,,,,,,,13.666666666666666,,,,,1.3,1.2,,,7.1000000000000005,,,,,
Aurangabad,2022-04-01,,,,,1.0333333333333334,,,,,,,,,2.033333333333333,,,,,,,,,,,,,,1.0333333333333334,,,,,,,,,,,,,,,,,,,,,2.9,,,,,,,,,,,,,,,1.0,,,,,,,,,,0.9666666666666667,,,1.0333333333333334,6.966666666666667,,,,,,3.066666666666667,,,,,,,,,,,,1.0,,,,1.9666666666666668,,,,,
Aurangabad,2022-05-01,,,,,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,2.7903225806451615,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.5483870967741935,,,1.0,7.629032258064516,,,,,,2.870967741935484,,,,,,,,,,,,1.0,,,,2.0,,,,,
